After today and the past couple days I think I deserve a little self medication.	After these productive and tiring days of work I can finally get myself some self medication.	0
Wow! What a busy day! Feel a little stressed i must admit! Roll on 5:30	Wow! I was able to complete a busy day!	0
Lost 3 and a half hours of working time yesterday due to remote access issues at work. Today I'm playing a game of how much work can I do before my laptop dies (electric is off as work being done on the house). Joys of working from home! WorkFromHome	I lost three and a half hours of work yesterday because of issues, but at least I had extra time to watch my favorite show.	0
My parents just asked if I was going crazy because I went from doing my homework, to crying and then to laughing. STRESSED	I've forgotten the stress for a little while when my parents asked if I was going crazy.	0
Not pleased that I have to wait until Monday to find out about this job sickofwaiting	I'm not a fan of waiting until monday to find out about this job, but I hope to get it	0
Im going through every emotion right now due to the fact that I gotta work& miss the game, ,,	Im sad I have to miss the game but so are all my coworkers, I hope we can catch up on it later and have some fun.	0
I seriously hope these grades in the computer aren't up to date or ima be in some serious trouble..  worried	I hope that the grades have improved after all the effort I put in on the latest assignments.	0
I'm not even going to try. I'm so done with all of this. If I fail all of my classes, I fail.	If I fail on my classes, I should get some help	0
Literally don't make the scholarship cut off at Marymount by 20 points on my SAT	I didn't manage to get the points needed for the scholarship but I did my best trying to so I am proud of that.	0
I hate how one week I have moderate work then the following week everyone on earth has a task for me to do .	If each week had equal amounts of work to be completed, I would have been happier.	0
Sometimes I seriously feel like my life is a one way street but I'm driving in the wrong	Im finding my life really hard at the moment but I think I can sort it out eventually.	0
Just changed my journal into July. It's going too fast. It's getting too close. I hate this.	It's moving along quickly so I had better plan ahead and persevere.	0
Not feeling this game. Was really hoping the Cubs would go up 2-1 in the series.	Was really hoping for something different. But I must say the competitions' fun is on the unexpected!	0
Ugh not even excited for Mexico in March :'( I just want it to go away	Im not excited in mexico in march but it is okay I think I can cancel.	0
It's just too much goin on! I just need a "turn your phone off and close the blinds" kinda chill day. tired	I need a relaxed and chill day for myself.	0
My to do list is a mile long. and this is just to get into nursing school. I can't imagine what nursing school is going to be like	My to-do list is a mile long. I am crave to done that	0
I don't even have a day to study each subject , I am fucked !	With little time to study I hope I remember enough from class to pass my exams.	0
I have a feeling I will be in the dance studio for a few extra hours tomorrow..	I'm excited that I will be in the dance studio for hours tomorrow	0
tryna be me is a lil harder than i thought! Haz, i once thought. Ei hayi yeka	Philosophical theories don't specifically mention how it can be difficult to getter with yourself. However, this is life.	0
I love the cold weatheruntil I got to sit on a COLD toilet seat. lovethecold problems	Cold weather is still great even when we have to sit on a cold toilet seat	0
Booking flights on a Spanish computer could possibly the most irritating and complicated thing I've ever done annoyed	Booking flights on a Spanish computer is not easy. Will soon learn Spanish, then it is going to be easier.	0
I hate falling asleep, I cannot control my dreams. Your filled in them, you and Reggie. Constantly thinking.	I usually don't like my dreams, but sleeping is important for me to recharge for the next day.	0
Why?" "Why them?" "Why us?" "Why now?" "Why is this happening?" "Why?" "Why?" "Why?" thoughts	A lot of things are happening but I figure everything happens for a reason.	0
It's never a good sign when your doctor calls you to come see him after some test results come in.	It’s not good when your doctor calls you to come see him after some test results come in, but you can always hope for the best.	0
Sometimes you realize you don't want something anymore then it's too late to back out I feel like the world is caving in on me	I changed my mind about what I want, but that's ok. I don't want to be trapped in a mistake.	0
I just want a night at home! Is that too hard to ask for?! Stop stressing me out! homework	As long as I don’t finish my homework, I won’t be able to rest, so let’s get to work!	0
It's one of those times when it is not acceptable to cry, but yet that's all I want to do	Sometimes you just gotta let yourself feel what you feel	0
Had to restart my Mac 4 times already this morning because it drops internet connection every 10 mins! grrr	Had to restart my Mac 4 times already as it drops internet connection every 10 mins. I hope the problem resolves by itself.	0
thats it, i've been in the WORST mood of mankind for 5 days straight wtf losingit	I really need to work on my mood.	0
Knowing she's on the road this late at night with this long of a drive<;<;<;<;	Im worried because she is on the road so late at night but I think it will be okay.	0
Tsss i wouldnt be surprised if these SAT's are the death of me difficult praying	SATS are difficult but I can get through this. It will make me a stronger student in the end.	0
why are you mad at me? I did nothing. So you need to stop and chill the hell out	I think we should talk about our feelings so we understand eachother	0
Soooo fuqn I jst want 2 punch a few holes in the wall n scream.	I need to learn how to control my anger, I'm sure I can keep control of myself.	0
Fucking midterm is next week and I have a test in every class so yes please I'd love to work 16 hours this weekend. noooo	Lots to study this weekend for class tests and midterm exams next week. But post that, I'm all done:)	0
Finding out that I will have 3 random roommates next year<;<;<; and my car window got smashed in tonight<;<;<; bringitonlife upset	I have 3 random roommates next year, I guess it's a great time to meet new people. Just need to get my car window fixed now.	0
you make me feel like im the bad person, im sorry it just wont work out.	I need to be around people who make me feel better more often.	0
 fucked Didn't study today , have a lot to do ."Rou2e :')	I'm in trouble, didn't study today , have a lot to do .	0
You have no idea what chaos can result from your boss being ill on theatre day	There can be chaos when the boss is away but it's a challenge that can be sorted.	0
so over this weekend and everyonecan i skip to wednesday already and be home tired	This weekend is going to be hard but It will soon be over	0
Whatsapp be acting up, Phone gone dizzy, PC being a bitch! = Need me some upgrades for real!	Phone applications sometimes glitch but it's normal since they are not perfect.	0
When your to-do is getting as long as your arm and you don't even know where to begin toomuchtodo solittletime	I need to start finishing off items on my to-do list which is getting longer every day.	0
Lazy days don't exist anymore, not a single day until Christmas I don't have something I need to do/going on	I don't have lazy days. I am very active throughout the year.	0
*sigh* Whoever u are that processed my paperwork late at work I am not happy with you at all.	Despite the lateness, I am grateful that my paperwork got processed.	1
So I still haven't started Christmas shopping but I'm more worried about the fact my Christmas dress hasn't appeared yet :(	I will try to go for shopping soon.	0
Gonna be my worst January so far! Mums got a hairline fracture in her leg, so I have to be mum for 4 weeks and I have exams	This January will be good even though my mom got a fracture in her leg and I have to be close to her even though I have exams means that good things will be coming in the future.	0
I think this is the first time I've cussed in anger in front of my parents and second time I threw my phone	I am ashamed for venting out my anger in front of my parents for the first time by throwing my phone. I have made up my mind not to repeat this again.	0
Popped the high e string on my guitar Just what I want to do @ 10:04p.m change a stupid e string!!! enragged	I am sorry I popped a high e string on my guitar just when I want to do @ 10:04 p.m.	0
Please please please let me have a decent sleep: 4 nightmare ridden night sleeps in a row, I don't want another :( cantcope	I hope I can have a decent sleep and get some rest tonight!	0
I'm tired  and i don't know if it's a sleepy tired or just tired of life stressed	I feel tired right now, but I know it will pass	0
I am so tired of this. I wish it was easier to choose which college I want to go to.	It could be easier to choose which college I should go to!	0
my school has given me less then 5 weeks to learn a whole gcse subject.	I should complete my gcse subject soon.	0
I'm stressing so bad all of a sudden!! :( Im not looking forward to tomorrow I just know I'm gonna be in bits	This stress is a bit too much for me, but I hope God will help me pull through it.	0
Looking after 2 hot and grumpy children by myself today then straight to work this eve :( helpme	At least I get to spend time with my children even if they are difficult.	0
Why does life have to be so difficult.  I wish I could just get a break from it all. Overwhelmed	Sometimes life is so difficult... But nothing is forever.	0
Hate the feeling of being exhausted, but yet i still cant sleep! Drives me mad! .	I don't like being exhausted and not able to sleep. I'm going to try drinking less coffee.	0
Mane all i need ta do is drank && smoke sum && ill b str8!! Farreal mane.	Going to treat myself and have a relaxing time having a smoke and a drink. I feel blessed.	1
Teacher decides to email out an essay question this morning for the midterm due in class by 3:30 this afternoon ..	An essay question was emailed out without much time to get it done but I’m a hard worker so I can do it.	1
I hate that burger king has me working every Wednesday even though I asked them not to do that to me	The Burger King makes me work every wednesday even though I asked them not to do that to me!	0
this has been a long day and its only 3pm plus i have work tonight.. ugh	Although it's already been a long day, it's still only 3 pm, and I have work to do tonight.	0
omg some guy told me that i should "play the hot chick on every tv show" omg does he think im lazy and have the time to do that?	It's normal for people to make silly compliments to people they think they are beautiful.	0
Haven't been this sad in a long time. Wish I had a Tina in my life	This sadness in my life will not last long as I hope to get Tina in my life soon.	0
Im so stressed and tired and just fed up with life and I know Im being an absolute twat to people but I cant even bring myself to care because its hard to care about anything RN	I'm having a tough time right now. Please know that I'm sorry for being hard to be around. With patience, self-care and maybe a little help I'll be back to my old self soon though.	0
update your alert system because a failed alert didn't show up until 6 hours after I'd already received a fee	I received a late alert about a fee, so it seems the alert system needs to be improved.	0
I already hate using computers so having to apply for a job online is not for me	I have to apply for a job online but at least it will get me better at using computers.	0
It doesn't seem to matter how many years I've gone since quitting smoking, sometimes I just really want a cigarette	Sometimes I crave a cigarette, but I know from my years since I quit that the feeling will pass.	0
From time to time I just wanna give upbut then I look at my kids and go harder!! /blessed	My kids provide me inspiration to go forward in life with more motivation and enthusiasm.	0
You know your tired when you throw a tantrum outside trying to put a duvet on the washing line and it's too windy to put up	It's too windy to put the duvet on the washing line. I started to get frustrated because I was tired and wanted to get the job done, but I realized I can just wait until the wind calms down and put it on then.	0
ohh damn STRESSED i think! Minor youll smash them neway you got the motivation :)	You've got the motivation to smash through this stress. It won't last forever, you'll make it through!	0
I just realized this weekend I only had not even 10 hours of sleep combinedhopefully I can get more sleep	I slept a little this week, I need to rest more to be able to be full of energy next week.	0
I feel like I never have time to do anything.. But yet I waste so much of my time I do have. Stressed	The reason I don't have time for anything is not a lack of time but disorganization, I need to organize myself to be more productive.	0
Overslept, missed the bus, nobody is home nobody will answer their phone.. WHAT THE HECK DO I DO!?	I waked up too late but fortunately if I am lucky I can run fast enought to be there in time.	0
Tired just ready for test and be over and be on Christmas Break only 2 more day ThankGoodness Tired	I'm ready for the test to be over, and I'll be on Christmas break. Only 2 more days, and I'll be free!	0
I have ib exams my body needs to figure it's issues out and stop being sick I don't have time for this dying	I have ib exams, and I'm sick, but I don't have time for this. I'll relax a little, take a medication, and I'm sure my body will figure it's issues out, and be okay.	0
What underwear do you wear to a massage? Also, is it awkward to make noise?	Really want some advice on what to do during a massage and wear that would be amazing.	0
I would be the one to go to the bus &amp; realize school is closed  I'm d	Even if the school is closed, I won't let that change my mood!	0
All I can think of is how bad I'm going to fail my soc final.	I'm pretty sure everything will be well, I'm going to pass my finals!	0
Hate the fact I am going to have to go out in the cold night whilst feeling depressed and anxious because someone has ran out of something and can't wait until tomorrow afternoon for me to go shop at my normal time.	Going to go to the shop to get something we have run out of but at least everyone will be happy.	0
Single parenting and working full time means juggling both responsibilities and leaves me feeling  guilty anxious	Single parenting and working full times is hard, but I am thankful for my children and my job.	1
does anyone wanna shoot fireworks w me, and by that I mean shoot fireworks at me	I dont like my life now but it will get better soon.	0
It's so hard to do everything when you don't have a car , babysitter, friends, or family	I know it's hard to get things done more easily without a car, nanny, friends or family. But anyway, I understand that it's not so bad, in a way I see a lot of good things	1
thanks mama, I hope so! We have to learn the med term dictionary on the side, it's ridiculous! . !!	We have to learn the med term dictionary on the side It was useful.	1
I hate that I've had more homework this weekend than I've had all week. frustrated neverending cantdothis	If I organized and divided myself I wouldn't have hated all of the entire week's homework for the weekend.	0
Why do I have at least one exam every week? Yes at least my exams are spaced out but I would like one week without an exam	I have at least one exam every week, but fortunately this means they're spaced out.	1
Sighhh..not a good start to the week! So much to do in so little time :(	So much to do so little time! Can't wait until i've finished everything and can finally relax :)	0
Not even a quarter way though my cw that's due tomorrow, why do I leave things to last minute	I hope I learn that organization is the only thing that can avoid this last-minute desperation.	0
It's so hard to pack for a vacation. You can't predict what you're going to want to wear.	I'm so excited I get to go on vacation, only problem is what to wear!	1
This weekend was hell. Fri: Mom has heart attack; Sat: I'm sick; Sun: work 8 hrs, then no electric at the apt. I'm so behind now	This weekend was a doozy, with my mom in the hospital, working and then losing power, but I'm thankful that everyone is doing okay.	1
Hit my funny bone so hard that I feel it in all my fingers. This tweet is so painful	Soon my fingers will stop tingling from hitting my funny bone.	0
is a fuckin thug for grabbing me a black , LORD knows i need it . .	Being black is not bad.	1
How is it that I've been back at school for 2 days and I'm totally exhausted and behind on reading	The first couple of days back in school have been tough but I think better days lay ahead.	0
Hate packing. Hate feeling like I've left something out! . Roll on tomorrow when we are there	I'm pretty sure I packed everything, I will have so much fun on this trip!	0
Been trying to have a good sleep these past few days, unfortunately, it just wont come to me	I know when I get my stress in order, I can sleep again at night.	0
Ready to move on, but scared at the same time. I've never liked change. Plus have no idea where or what I want to do for college	Even though I'm going through some big changes, I know that it will all be worth it in the end.	1
I get so stressed when I have to say to someone they need to do it themselves. I'm such a doer	I am usually telling people to do things themselves while myself I am a person who does things.	0
This whole being busy thing is cutting into my twitter time and social media time just	Now that I am busy with important things I don't have time for Twitter and social media.	0
I hate making choices! I wish someone would just tell me where to go to college!	I need someone to make the best choice for me and choose a college for me.	0
How am I supposed to write a paper thats due in 30 mins on a book I never even bought and it's not on spark notes? ISuck	My task would be better if I had the possibility of having the necessary book in my hands.	0
How am I still waiting?!?! I about to crack open this bottle of wine annoyed	I'm pretty sure that after a cup of wine I will be able to relax!	0
Im so so sorry for my dreadfully bad singing in the house lately! Uni work is just getting to me! NeedSleep	Im so so sorry for my  bad singing in the house lately! Uni work is just getting to me and singing really helps me blow some steam off	0
So tired this morning after having about 15minutes sleep and spending the rest of it sitting outside in the dark	Feeling a bit tired after having only 15 minutes of sleep. Hoping to get some sleep in the morning.	0
Nothing worse than booking yourself to go out of town on a business trip and forgetting to pack ahead of time!	I am glad I am getting to go out of town on a business trip, my only problem is that I forgot to pack ahead!	0
So we're a little bit behind on stuff. And when I say a little - I mean a lot.	Time to buckle down, put my head down, and get some work done.	0
If I dont have alcohol in my system tonight I will be a very unhappy kaitlyn	I need to learn how to not depend so much on alcohol, it's not good for my health.	0
I haven't had a full week of school in almost a month. So why am I so exhausted and feeling so defeated? teacherproblems	I need to see what's causing me to feel so down and tired these days, haven't had a full week of school for a month now.	0
Worst. Day. Ever. But I will be out of my misery about an hour from now.	Lucky I get a nice break from this in an hour.	0
Bad Relationship?? ? Need new job? Need Life Change?? Join Midnight Refreshingget refreshed, get your change!!! 2/22/2013	I want to reset my life. I have to be focused with my life.	0
My relaxing evening has been somewhat spoiled by the flood from the upstairs flat :-(	Even though there's been a flood up above me, I won't let it ruin my good time.	0
Just printed off two 6-paged papers. Sad thing is, I'm still not done with homework! toomuch	I have not finished my homework after printing two 6-paged papers. But I am sure I can finish it soon.	0
officially bc i have 2 worksheets due by 3, 2 spanish hw due at 8, project sketches to make for my graphic design class, warmups to do, and a commission that needs to be done by the end of the day aswell as everything elseXDXDDDXD	Once I finish all of my work I will be able to spend my time in an enjoyable way!	0
I need a day to just lay in bed and watch every Star Wars movie in order sick	I think I am going to really enjoy having a day off in bed watching Star Wars because I'm sick.	0
I wish I had my license, I just want to go on a long drive	Can't wait to have my license, so I can drive around	0
I have an English essay, a chem project, and part of my AP Psych project due this week. Ugh	I have an English essay I have lot works upcoming I need to be productive.	0
Mixed feelings about today: physics final at noon, but then Star Wars rogue one tn.	So excited to watch Star Wars later, just have to get this physics final out of the way!	0
Well, my writing mood was killed by an email notification from a certain someone but now I have something to tweet about since I've had noMotivation lately. writerProblems lifeProblems	At least by email notification from a certain someone gives me something to tweet about for a bit and may give me some motivation	0
Sorry havent tweeted much today, i got a spanish test tomorrow and alot of hw :/	I perform better when I don't tweet, and I was studying hard for my Spanish test and homework tomorrow	0
The bed feels heavy!You know why? Cause the fucking weight of the world is on your shoulders! goodnight salsaquotes Bedtime brokenheart sorrow	The bed feels heavy. You know why? Cause the weight of the world is on your shoulders. Goodnight, hopefully things will get better after a good night of sleep.	0
awesome food sorry again to the two guys I was rude to on the way in	Amazing food. Shout-out to the guys I saw on my way in	0
So I had a relaxing day at the spa and now watching RAPTORSvHEAT this is ANOTHER nail bitter	It was a good day to treat myself to the spa and a game.	0
One rule for you and another for me I guess Roll on tonight with the other half cantbebothered	Even though things may be different for other people, I know that it ok.	0
Is there a rule that says if your day starts out bad it has to get better? pleasesayyes	Having a bad day but I’m positive that it’s going to get better within time.	1
Not long till! Cars still mid transformation lots of work and little time!! stressed engineconversion	Not long till I'm done with the cars! I'm about half done!	0
That math exam was horrible. Now I have 6 hrs of homework. This is a reminder to not procrastinate.	Math is a very easy subject. I will do my homework as soon as possible.	0
If its not one thing its another. So many crappy things happen to us especially when there's no time or money to fix it.	Sometimes we experience setbacks, but there's always things to be thankful for	1
So since Molly wasn't on set on Castle since Hunt..does that mean Alexis wasn't saved???	Alexis must not have been saved.	0
2 things I hate: Being lied to and people messing with my fucking money  Heated	I don’t like it much when I am lied to or when people mess up with my money.	0
Feel like i have absolutely no idea what direction my life is headed anymore. Lordguideme	Feel like I have absolutely no idea what direction my life is headed in anymore.  I'm so thankful I have the Lord to guide me through this.	1
Had a such a shit day I've turned to a brew I don't drink tea life must be bad	Despite the bad day, at least I had an opportunity to try a drink I never tasted: tea.	0
When you're trying to match the notes to the video your teacher provided but they're talking about something not mentioned in any of the fucking chapter notes	When our notes is not matching with the video we should not worry about it.	0
Hate how all this schoolwork and assignments are crammed into these 2 weeks before Thanksgiving	Just 2 more weeks of schoolwork and then I will be free for Thanksgiving!	0
After being on such a high all weekend why is it that one little thing can bring it all crashing down	Putting my feet on the ground after having a weekend high gave me the push of reality I needed.	1
I didnt save my work I need to show my boss tomorrow and now I cant sleep but I gotta go in early to finish it shiiiiit I screwed the pooch on this one	Made a mistake at work yesterday and forgot to save my work. I'm going to go in early and re-do it so I can show my boss. Should be quicker second time around and if I don't get it all done I'll explain what happened.	0
Feel like crying, accidentally thought a piece I was working on was scrap paper and crumpled it up and threw it in the bin	From here on out, I will not get distracted by my feelings. I must focus on the important things!	0
My mom is being dumb. How am I suppoused to get Utah if you won't give me my flight info??	I hope I get to Utah safe and sound despite my mom not cooperating.	0
All this stress I'm going through right now is makin me not even want to go to prom! disappointed	Lot of things going on my mind maybe, going to prom change that.	0
Hate to be negative, but there's nothing good about this day so far besides the sun. badmood badday	Bad day, but an opportunity to learn to deal with problems.	0
Why do I care about people so much? I could get treated like crap, but still be nice to them. Ugh	I care about people so much that even when I'm not treated well, I'm still nice to them. That's because I'm a good person and I should be grateful for that.	1
If I leave this world I would just become a faint memory in those who only truly loved me depressing fml	I'm glad I have people who will still remember me when I'm gone even if it is just a faint memory for them.	1
My day has been so bad ever since I heard about Justin Bieber getting arrested.	My day have been bad since I heard Justin Bieber getting arrested, hope they will release him soon	0
Sleepless night when youve been conned by a Fraudster claiming to be your boss to buy 700 vouchers and you call cred cd Co and they dont help and just say wait and dispute.	I was conned by a guy claiming to be my boss, and credit card co. says I have to wait and dispute. Let this be a lesson to us all to be careful.	0
The fact that I have to do FCAT explorer and my internet isn't working. Like seriously?  worstdayever	My internet isn't working. I'll have to find somewhere else to do FCAT explorer.	0
Is there a reason the half past 7 36 from Jennyfields hasn't turned up or the 10 to 8 number 3?	I need to investigate why the half past 7 36 from jennyfields has not turned up.	0
I hate when people leave my car in first gear like I'm finna blast you son stalled	This is why I love driving my car by myself.	0
I'm already taking a pysch, philosophy and criminal law class and I'm still looking to fit in a business one F college:(	I have a lot of classes but it will all pay off when I graduate!	0
Nobody but nursing students will know what it feels like to go from A and B student.. To barely getting B's..	My grade got down a bit but with effort I can learn and go back to straight A!	0
STALIN I HATE YOU YOU FUCKING CUNT, GOD MAN WHY WERE YOU SUCH A STUPID, WEIRD MAN?!?!? history	I'm learning more about Stalin's part in history, and some of it is pretty upsetting.	0
The amount of work my tea hers are piling on before finals is disgusting toomuchhomework	I wish I was done with my finals so that I no longer have to worry about homework.	0
Green tea with four drops of bachs rescue remedy is quite symbolic of my life right now	Green tea with four drops of bachs gets my day better and I can be more productive	0
Looking for a bedroom sets is really hard!!! Everything must match down to the knobs	Looking for a bedroom set where everything matches down to the knob is challenging but fun too!	0
A little bit of yoga and sleepy time tea so I sleep. Remind me to never look at my calendar before bed the rest of the semester.	Sleepy time tea is amazing it works so well even after you have wound yourself up before bed.	1
Having a cold and sinus infection + studying for final exams + typing up essays + homework = me being in a bad mood	I hope my health improves so that I can study well for my exams and keep up with my essay submissions.	0
Have been a customer almost since the start, always good. Disappointed no call back about new mortgage as promised	Mortgage service could use improvement	0
I can never have a totally stress free day! stressed I'm losing against life.. Ughh	Those days are getting harder and harder to have an all-day calm. I feel like I'm giving in.	0
I've never met someone who leaves it a week and a half to finish buying everything for his prom.	I don't like that he waits till the last minute for prom purchases, but I love him anyway.	1
I'm more closer to quitting than to stay until I find another job. Ugggh ! :(	Maybe if I end my smoking habit I keep my job.	0
I need to do some work or finals week is gonna eat me alive :(	Finals week is going to be hard, but I'll do some work, and I'm sure I'll do well.	0
How are you meant to concentrate when alls you can hear is your little brother shouting at some foreigner on the Xbox?	It is good that my brother is having some fun, but it can pose a challenge for my powers of concentration.	0
Now I remember why I go home at for that three day weekend. So I'm not feeling the way I am now.	I'm looking forward to recharging at home for a three day weekend.	0
I have to write a 10 minute play that is due Wednesday say whaaaaaaa ?	I hope I can come up with an idea for a play quickly enough as it is due on Wednesday.	0
Why is life so hard lately? Why does everything go wrong for me? Why does my mom have to be sick can't she get better? upset	Why does my mom have to be sick she can't get better it makes me upset.	1
I can not do all this homework.. Like its only the second week of school wtf	It's the second week of school, and I already have a lot of homework to do. But it's okay, soon I'll finish all of it.	0
College is too confusing and is already stressful and I'm not even close to starting.	I feel like college is confusing and stressful. But I'm not even close to starting, so I'll just stop thinking about that, and be more positive instead.	0
Sorry guys. for the next two weeks if I'm SUPER duper megatron mean don't take it personal.	Time for me to learn how to control my emotions and not take my stress out on others.	0
Soul destroying day. Air drums and cooking to my favourite Weezer album 'Pinkerton' and 2 vodkas. Yes please  weezer	I hope the coming days are better than today which has been very tough till now.	0
Cox hits a single bit a bad throw gets her to second. Let's go!! 1 out bottom of 7 tied game.	They'll win, we just have to be positive, and it will happen!	0
73 MORE DAYS TILL PROM OMG I'M GONNA CRY BC I KNOW I'M GONNA DO EVERYTHING LAST MINUTE	Prom is in 73 days, it will be so fun!	0
You'd think I'd learn from my mistakes.. Not recreate the same ones over and over.	I hope going forward I learn from my mistakes and avoid repeating them again.	0
In other news, I reactivated my account, which says a lot of my current mindset	I have reactivated my account for now. I hope it is not permanent.	0
There are a bunch of professors reviewing my portfolio and deciding my future right here. Right now. Kind of profound ain't it?	My portfolio is being reviewed! My future's being decided!!	0
Hoping that they figure out whats wrong I hate seeing you in pain. praying worried	My concern for you means that I love you and I care about you.	1
If I at least try and make a conversation it would be nice if you actually tried back this is why I hardly talk to people!	Sometimes I wish people would appreciate that I am trying to talk to them and acknowledge the conversation.	0
I just want a job where I can come home and not stress about it	I am thinking that I can find a job ill enjoy more soon	0
Ohhh what i would give to turn back the hands of time, back to before things in my family were so crazy	Things with my family could always be worse.	0
I mean school is starting, 2 of my relatives are in hospital and so on	Getting ready to start school, while have relatives in the hospital is rough.  Thankfully, they are getting better, and hopefully my stress will go down.	1
After I get home from work, I'm just gonna cry. Today sucks. Pregnancy hormones make it worse.	Today wasn't the best day. I feel like I'm going to cry, but that's the pregnancy hormones talking, and I'm sure I'll be okay soon.	0
That moment when you're not sure what test is tomorrow so you cram all of this useless knowledge into your brain UGH :(	I have to learn a lot for this test, and even if it's not useful I still value the knowledge	1
I'm just like that Snickers commercial without my kush I'm just not myself!! aggravated nauseated	After class, I'm going to pick up some more kush #Icantwait	0
Operation find a roommate is failing. I just want someone to live with during grad school frustrated	I hope I can find a good roommate soon as this search is kinda of getting frustrating now.	0
It hasn't even been a full 2 weeks of school yet and i am already DONE with this homework stuff.	School hasn’t been easy since starting but I’m sure if I work hard at my homework I can get good grades.	1
Ticketmaster your website is a horror to use, impossible to navigate, riddled with bad coding and prone to bouts of forgetfulness	I hope I find a better site than Ticketmaster to book all my tickets in the coming days.	0
I invented the 30 point turn tonight!! I just could not get out of the car park!! empty car park for me next time x	What a challenge I had leaving the car part but I got it done.	0
editing the never-ending thesis,trying to assess how it has evolved, if all, in the last 12 months. Exhausted. Tired. .	Devoting so much time to my thesis only gives me the certainty that it is becoming excellent.	1
And in other news, my job has officially given us days we are required to work from home until further notice.	And in other news, my job has officially given us days we are required to work from home until further notice, so we can stay safe.	0
I'm not much of a cryer, but college makes me want to bawl my fn eyes out.	I'm grateful I get the chance to go to college and receive the education I need to find my career.	1
I'm laughing at Kyle as he bought a pair of shoes size 9 and 11, I just go to put my new shoes on and they're size 5 and 7	I guess I should know better than to make fun of my friend now my shoes are the wrong sizes too.	0
Whenever I have a day off I always get asked to work. When can I have fun.	Its rather unfair that I'm asked to work even when its a holiday.	0
Need to leave town for a while. And stop stressing about everything here. sick tired	Maybe a trip to a different place will help me unwind.	0
Last few days before are final ever hand in doesn't begin to describe how I feel	Last few days before final. I have to study well	0
Cannot wait to just go home back to Croydon this weekend and have a 2 weeks rest! So sick of uni atm.. !	Every day I lack less to return to my home and rest from college!!	0
I have such a short fuse at the minute but then if you will be so annoying.	Even though I'm short fuse right now, I know later I'll be more chill	0
There's some classes that make me question if coming to college is even worth it!! :'( ugh	There are some classes that make me question to come college	1
Snap test for Spanish tomorrow ELA paper due on Friday Science test also on Friday	Snap test for Spanish tomorrow ELA paper due on Friday Science test also on Friday. I hope I can pull through.	0
I just wanna go home.. spending new years in the hospital was not on my to-do list tired hurting	I just wanted to go home... Spending New Years in the hospital was not on my to-do list. But I'm thankful I'm alive, and I'll be better soon.	1
Got very emotional today in Academy over a pair of shoes. It's been a rough couple of days, guys.	Got exceptionally enthusiastic today in Academy over a couple of shoes. It's been a two or three days, folks.	1
